beneficiary_id,name,sex,age,household_size,department,commune,vulnerability_score,registration_date
1112,Beneficiary_1112,F,48,9,Ouest,Carrefour,46,2/7/2025
1113,Beneficiary_1113,F,23,4,Sud,Aquin,76,3/14/2025
1114,Beneficiary_1114,F,60,8,Ouest,Tabarre,37,2/5/2025
1115,Beneficiary_1115,M,1,2,Sud,Aquin,70,3/9/2025
1116,Beneficiary_1116,F,22,5,Ouest,Carrefour,65,3/11/2025
1117,Beneficiary_1117,M,0,9,Artibonite,Saint-Marc,67,2/18/2025
1118,Beneficiary_1118,M,13,6,Sud,Les Cayes,64,3/21/2025
1119,Beneficiary_1119,M,35,9,Ouest,Tabarre,30,2/19/2025
1120,Beneficiary_1120,M,27,5,Ouest,Carrefour,63,2/11/2025
1121,Beneficiary_1121,F,36,2,Artibonite,Dessalines,61,1/13/2025
1122,Beneficiary_1122,M,70,1,Sud,Aquin,18,1/17/2025
1123,Beneficiary_1123,M,64,2,Ouest,Port-au-Prince,52,3/4/2025
1124,Beneficiary_1124,M,18,7,Ouest,Port-au-Prince,23,3/26/2025
1125,Beneficiary_1125,F,31,1,Artibonite,Dessalines,68,2/16/2025
1126,Beneficiary_1126,M,32,4,Ouest,Port-au-Prince,80,3/25/2025
1127,Beneficiary_1127,F,8,1,Artibonite,Gonaives,49,2/16/2025
1128,Beneficiary_1128,F,12,6,Sud,Aquin,57,1/8/2025
1129,Beneficiary_1129,M,50,2,Sud,Port-Salut,41,2/8/2025
1130,Beneficiary_1130,M,0,2,Ouest,Delmas,53,1/30/2025
1131,Beneficiary_1131,M,42,4,Sud,Port-Salut,58,3/9/2025
1132,Beneficiary_1132,M,57,9,Sud,Les Cayes,28,3/13/2025
1133,Beneficiary_1133,M,47,6,Artibonite,Dessalines,73,3/28/2025
1134,Beneficiary_1134,F,2,2,Artibonite,Dessalines,56,1/22/2025
1135,Beneficiary_1135,F,25,3,Ouest,Carrefour,48,3/10/2025
1136,Beneficiary_1136,F,41,6,Sud,Port-Salut,40,3/12/2025
1137,Beneficiary_1137,F,22,7,Artibonite,Saint-Marc,50,2/11/2025
1138,Beneficiary_1138,M,15,7,Sud,Les Cayes,28,3/12/2025
1139,Beneficiary_1139,F,47,8,Sud,Port-Salut,27,2/27/2025
1140,Beneficiary_1140,M,46,5,Artibonite,Gonaives,59,3/18/2025
1141,Beneficiary_1141,F,3,1,Ouest,Delmas,36,2/8/2025
1142,Beneficiary_1142,F,56,1,Ouest,Delmas,30,3/30/2025
1143,Beneficiary_1143,M,26,2,Artibonite,Dessalines,59,1/5/2025
1144,Beneficiary_1144,M,49,3,Artibonite,Saint-Marc,44,2/3/2025
1145,Beneficiary_1145,M,24,4,Artibonite,Dessalines,78,2/2/2025
1146,Beneficiary_1146,F,66,4,Artibonite,Gonaives,69,1/10/2025
1147,Beneficiary_1147,F,36,3,Sud,Port-Salut,33,3/4/2025
1148,Beneficiary_1148,M,20,5,Sud,Aquin,60,1/5/2025
1149,Beneficiary_1149,F,42,2,Sud,Aquin,78,1/8/2025
1150,Beneficiary_1150,F,46,7,Artibonite,Saint-Marc,19,1/16/2025
1151,Beneficiary_1151,F,53,1,Ouest,Port-au-Prince,30,2/9/2025
1152,Beneficiary_1152,F,28,9,Sud,Les Cayes,55,3/14/2025
1153,Beneficiary_1153,M,70,3,Ouest,Tabarre,100,1/7/2025
1154,Beneficiary_1154,F,45,8,Sud,Aquin,46,3/18/2025
1155,Beneficiary_1155,M,44,4,Sud,Aquin,67,2/25/2025
1156,Beneficiary_1156,M,29,3,Artibonite,Saint-Marc,85,2/13/2025
1157,Beneficiary_1157,M,39,9,Ouest,Carrefour,59,2/21/2025
1158,Beneficiary_1158,F,46,9,Artibonite,Gonaives,58,2/25/2025
1159,Beneficiary_1159,M,50,8,Sud,Les Cayes,37,3/13/2025
1160,Beneficiary_1160,F,24,4,Ouest,Carrefour,27,3/13/2025
1161,Beneficiary_1161,M,42,4,Sud,Aquin,65,1/10/2025
1162,Beneficiary_1162,F,43,2,Artibonite,Saint-Marc,83,1/15/2025
1163,Beneficiary_1163,F,34,6,Sud,Port-Salut,63,2/14/2025
1164,Beneficiary_1164,F,15,1,Ouest,Tabarre,42,2/9/2025
1165,Beneficiary_1165,F,47,3,Ouest,Tabarre,66,2/26/2025
1166,Beneficiary_1166,M,29,6,Ouest,Delmas,48,1/20/2025
1167,Beneficiary_1167,M,7,1,Sud,Les Cayes,42,2/1/2025
1168,Beneficiary_1168,F,51,1,Sud,Les Cayes,61,2/13/2025
1169,Beneficiary_1169,F,44,8,Sud,Les Cayes,50,3/2/2025
1170,Beneficiary_1170,M,35,9,Ouest,Tabarre,36,1/28/2025
1171,Beneficiary_1171,F,47,3,Ouest,Tabarre,58,3/30/2025
1172,Beneficiary_1172,M,43,7,Sud,Aquin,39,3/16/2025
1173,Beneficiary_1173,M,0,5,Sud,Aquin,71,1/22/2025
1174,Beneficiary_1174,M,26,5,Ouest,Tabarre,32,1/7/2025
1175,Beneficiary_1175,M,47,2,Artibonite,Dessalines,42,2/19/2025
1176,Beneficiary_1176,F,54,2,Sud,Port-Salut,62,1/3/2025
1177,Beneficiary_1177,F,47,4,Artibonite,Dessalines,22,2/18/2025
1178,Beneficiary_1178,M,56,6,Sud,Aquin,55,3/4/2025
1179,Beneficiary_1179,M,28,3,Sud,Aquin,52,1/26/2025
1180,Beneficiary_1180,M,3,1,Sud,Port-Salut,58,2/1/2025
1181,Beneficiary_1181,F,16,8,Sud,Port-Salut,22,2/20/2025
1182,Beneficiary_1182,M,7,6,Sud,Les Cayes,72,3/29/2025
1183,Beneficiary_1183,F,23,4,Artibonite,Saint-Marc,80,3/6/2025
1184,Beneficiary_1184,F,25,7,Artibonite,Gonaives,15,1/4/2025
1185,Beneficiary_1185,M,14,3,Sud,Port-Salut,74,2/13/2025
1186,Beneficiary_1186,M,32,2,Artibonite,Dessalines,39,2/18/2025
1187,Beneficiary_1187,M,37,7,Sud,Aquin,60,1/31/2025
1188,Beneficiary_1188,F,55,5,Sud,Les Cayes,78,3/19/2025
1189,Beneficiary_1189,M,28,4,Artibonite,Saint-Marc,23,3/25/2025
1190,Beneficiary_1190,M,27,5,Ouest,Delmas,55,3/30/2025
1191,Beneficiary_1191,M,17,7,Sud,Aquin,30,1/19/2025
1192,Beneficiary_1192,M,41,6,Sud,Aquin,49,1/9/2025
1193,Beneficiary_1193,M,35,3,Sud,Aquin,34,2/10/2025
1194,Beneficiary_1194,F,30,7,Ouest,Port-au-Prince,31,2/22/2025
1195,Beneficiary_1195,F,51,3,Artibonite,Saint-Marc,70,1/25/2025
1196,Beneficiary_1196,M,1,1,Ouest,Delmas,31,3/20/2025
1197,Beneficiary_1197,M,8,4,Sud,Port-Salut,36,1/30/2025
1198,Beneficiary_1198,F,33,2,Sud,Les Cayes,21,3/30/2025
1199,Beneficiary_1199,F,18,6,Artibonite,Gonaives,29,1/24/2025
1200,Beneficiary_1200,F,38,3,Artibonite,Saint-Marc,51,1/21/2025
1201,Beneficiary_1201,M,22,7,Ouest,Delmas,53,1/2/2025
1202,Beneficiary_1202,M,25,4,Artibonite,Saint-Marc,44,1/27/2025
1203,Beneficiary_1203,F,65,8,Ouest,Delmas,76,3/30/2025
1204,Beneficiary_1204,M,11,7,Artibonite,Saint-Marc,66,2/21/2025
1205,Beneficiary_1205,F,49,7,Ouest,Carrefour,27,3/20/2025
1206,Beneficiary_1206,M,49,9,Sud,Aquin,80,1/14/2025
1207,Beneficiary_1207,M,14,4,Artibonite,Saint-Marc,31,3/8/2025
1208,Beneficiary_1208,M,53,9,Sud,Port-Salut,55,2/19/2025
1209,Beneficiary_1209,M,44,4,Sud,Aquin,56,2/7/2025
1210,Beneficiary_1210,F,42,5,Artibonite,Saint-Marc,23,3/1/2025
1211,Beneficiary_1211,F,53,1,Ouest,Carrefour,73,3/30/2025
1212,Beneficiary_1212,F,30,8,Sud,Les Cayes,49,1/12/2025
1213,Beneficiary_1213,M,7,3,Sud,Aquin,60,3/16/2025
1214,Beneficiary_1214,M,45,7,Sud,Aquin,48,2/22/2025
1215,Beneficiary_1215,M,55,3,Artibonite,Saint-Marc,43,2/28/2025
1216,Beneficiary_1216,M,45,8,Sud,Aquin,29,1/12/2025
1217,Beneficiary_1217,M,34,2,Artibonite,Saint-Marc,46,1/12/2025
1218,Beneficiary_1218,F,39,2,Ouest,Carrefour,42,3/9/2025
1219,Beneficiary_1219,M,32,7,Sud,Port-Salut,66,3/12/2025
1220,Beneficiary_1220,M,27,6,Artibonite,Gonaives,17,3/14/2025
1221,Beneficiary_1221,M,66,3,Sud,Les Cayes,77,1/23/2025
1222,Beneficiary_1222,F,11,5,Sud,Les Cayes,63,2/9/2025
1223,Beneficiary_1223,F,25,3,Sud,Port-Salut,55,1/16/2025
1224,Beneficiary_1224,M,40,5,Ouest,Delmas,45,1/2/2025
1225,Beneficiary_1225,F,20,9,Artibonite,Saint-Marc,36,1/1/2025
1226,Beneficiary_1226,M,18,4,Sud,Port-Salut,33,3/17/2025
1227,Beneficiary_1227,F,33,7,Sud,Port-Salut,35,2/26/2025
1228,Beneficiary_1228,M,47,9,Ouest,Port-au-Prince,79,2/5/2025
1229,Beneficiary_1229,M,24,1,Sud,Aquin,54,1/24/2025
1230,Beneficiary_1230,F,43,1,Ouest,Port-au-Prince,59,1/19/2025
1231,Beneficiary_1231,F,36,2,Ouest,Tabarre,64,1/7/2025
1232,Beneficiary_1232,M,43,3,Ouest,Carrefour,25,3/28/2025
1233,Beneficiary_1233,M,50,8,Artibonite,Dessalines,67,3/16/2025
1234,Beneficiary_1234,M,21,5,Artibonite,Gonaives,50,2/11/2025
1235,Beneficiary_1235,M,47,7,Artibonite,Saint-Marc,45,3/12/2025
1236,Beneficiary_1236,F,54,3,Ouest,Tabarre,97,1/16/2025
1237,Beneficiary_1237,F,20,9,Sud,Port-Salut,22,2/22/2025
1238,Beneficiary_1238,M,40,1,Sud,Les Cayes,64,1/14/2025
1239,Beneficiary_1239,M,30,8,Sud,Aquin,79,3/30/2025
1240,Beneficiary_1240,F,10,7,Sud,Aquin,63,3/19/2025
1241,Beneficiary_1241,F,24,3,Artibonite,Saint-Marc,84,3/20/2025
1242,Beneficiary_1242,F,70,8,Sud,Port-Salut,34,1/24/2025
1243,Beneficiary_1243,F,25,4,Sud,Les Cayes,67,1/1/2025
1244,Beneficiary_1244,F,28,2,Ouest,Port-au-Prince,49,1/27/2025
1245,Beneficiary_1245,F,35,1,Sud,Port-Salut,11,2/12/2025
1246,Beneficiary_1246,M,34,1,Artibonite,Dessalines,36,3/23/2025
1247,Beneficiary_1247,F,26,2,Ouest,Tabarre,78,2/9/2025
1248,Beneficiary_1248,F,12,1,Artibonite,Dessalines,66,1/15/2025
1249,Beneficiary_1249,F,29,7,Sud,Port-Salut,44,3/14/2025
1250,Beneficiary_1250,M,49,4,Sud,Les Cayes,56,2/12/2025
1251,Beneficiary_1251,F,45,8,Artibonite,Dessalines,69,1/5/2025
1252,Beneficiary_1252,F,29,3,Sud,Les Cayes,37,3/22/2025
1253,Beneficiary_1253,F,15,8,Artibonite,Dessalines,33,2/22/2025
1254,Beneficiary_1254,F,88,6,Sud,Les Cayes,74,3/13/2025
1255,Beneficiary_1255,M,10,6,Sud,Les Cayes,23,2/15/2025
1256,Beneficiary_1256,F,43,1,Ouest,Delmas,60,2/13/2025
1257,Beneficiary_1257,M,44,7,Artibonite,Dessalines,44,1/24/2025
1258,Beneficiary_1258,F,32,6,Sud,Les Cayes,56,1/5/2025
1259,Beneficiary_1259,M,36,8,Artibonite,Saint-Marc,5,1/31/2025
1260,Beneficiary_1260,F,30,4,Artibonite,Saint-Marc,32,3/9/2025
1261,Beneficiary_1261,M,38,6,Artibonite,Gonaives,100,1/5/2025
1262,Beneficiary_1262,F,41,9,Ouest,Port-au-Prince,43,1/4/2025
1263,Beneficiary_1263,M,51,4,Artibonite,Dessalines,59,2/13/2025
1264,Beneficiary_1264,F,42,6,Artibonite,Dessalines,62,1/19/2025
1265,Beneficiary_1265,M,72,1,Ouest,Delmas,27,2/28/2025
1266,Beneficiary_1266,M,43,1,Artibonite,Dessalines,31,2/9/2025
1267,Beneficiary_1267,F,44,8,Ouest,Port-au-Prince,31,1/6/2025
1268,Beneficiary_1268,M,27,5,Ouest,Tabarre,44,3/23/2025
1269,Beneficiary_1269,M,52,4,Ouest,Tabarre,68,2/6/2025
1270,Beneficiary_1270,F,12,8,Artibonite,Dessalines,51,3/27/2025
1271,Beneficiary_1271,M,22,3,Ouest,Tabarre,24,2/5/2025
1272,Beneficiary_1272,M,31,4,Ouest,Port-au-Prince,43,3/11/2025
1273,Beneficiary_1273,F,78,5,Artibonite,Dessalines,58,1/19/2025
1274,Beneficiary_1274,M,10,3,Sud,Port-Salut,38,1/10/2025
1275,Beneficiary_1275,F,53,9,Artibonite,Dessalines,91,2/26/2025
1276,Beneficiary_1276,M,6,8,Ouest,Delmas,12,3/28/2025
1277,Beneficiary_1277,F,68,1,Ouest,Port-au-Prince,57,1/12/2025
1278,Beneficiary_1278,M,19,8,Artibonite,Saint-Marc,60,3/20/2025
1279,Beneficiary_1279,F,0,4,Artibonite,Saint-Marc,50,3/27/2025
1280,Beneficiary_1280,F,40,3,Sud,Les Cayes,68,1/12/2025
1281,Beneficiary_1281,M,16,8,Sud,Port-Salut,51,2/9/2025
1282,Beneficiary_1282,F,18,8,Sud,Aquin,55,1/30/2025
1283,Beneficiary_1283,F,18,6,Ouest,Delmas,41,2/20/2025
1284,Beneficiary_1284,F,17,8,Ouest,Tabarre,63,3/4/2025
1285,Beneficiary_1285,F,50,2,Ouest,Port-au-Prince,45,2/14/2025
1286,Beneficiary_1286,M,35,5,Artibonite,Saint-Marc,21,2/14/2025
1287,Beneficiary_1287,M,29,9,Sud,Aquin,48,1/14/2025
1288,Beneficiary_1288,M,82,6,Artibonite,Dessalines,27,3/13/2025
1289,Beneficiary_1289,F,61,9,Sud,Les Cayes,69,3/1/2025
1290,Beneficiary_1290,F,40,4,Artibonite,Dessalines,85,3/21/2025
1291,Beneficiary_1291,F,41,7,Ouest,Delmas,57,1/9/2025
1292,Beneficiary_1292,F,34,7,Artibonite,Gonaives,74,3/14/2025
1293,Beneficiary_1293,M,54,3,Artibonite,Dessalines,37,3/26/2025
1294,Beneficiary_1294,F,11,2,Sud,Les Cayes,45,3/17/2025
1295,Beneficiary_1295,F,20,9,Sud,Port-Salut,48,1/13/2025
1296,Beneficiary_1296,F,57,7,Artibonite,Gonaives,40,1/9/2025
1297,Beneficiary_1297,F,34,6,Sud,Les Cayes,51,3/5/2025
1298,Beneficiary_1298,M,50,2,Sud,Aquin,5,1/28/2025
1299,Beneficiary_1299,M,24,3,Ouest,Port-au-Prince,54,2/27/2025
1300,Beneficiary_1300,F,56,8,Sud,Port-Salut,40,1/26/2025
1301,Beneficiary_1301,F,1,5,Ouest,Tabarre,62,2/25/2025
1302,Beneficiary_1302,M,23,1,Sud,Port-Salut,26,3/20/2025
1303,Beneficiary_1303,M,23,5,Sud,Port-Salut,46,1/8/2025
1304,Beneficiary_1304,M,24,1,Artibonite,Dessalines,5,3/13/2025
1305,Beneficiary_1305,F,51,1,Artibonite,Gonaives,75,1/31/2025
1306,Beneficiary_1306,F,46,6,Artibonite,Dessalines,27,2/18/2025
1307,Beneficiary_1307,F,31,9,Artibonite,Saint-Marc,49,1/28/2025
1308,Beneficiary_1308,F,45,3,Sud,Les Cayes,63,1/25/2025
1309,Beneficiary_1309,F,21,7,Sud,Port-Salut,51,1/20/2025
1310,Beneficiary_1310,M,43,3,Artibonite,Dessalines,79,1/2/2025
1311,Beneficiary_1311,M,47,8,Ouest,Port-au-Prince,65,3/26/2025
1312,Beneficiary_1312,M,36,3,Artibonite,Gonaives,78,3/24/2025
1313,Beneficiary_1313,F,42,3,Artibonite,Saint-Marc,32,2/28/2025
1314,Beneficiary_1314,F,60,7,Sud,Port-Salut,63,2/15/2025
1315,Beneficiary_1315,F,27,1,Ouest,Delmas,40,3/15/2025
1316,Beneficiary_1316,M,40,9,Artibonite,Dessalines,59,2/4/2025
1317,Beneficiary_1317,F,38,1,Artibonite,Dessalines,56,1/5/2025
1318,Beneficiary_1318,F,65,2,Sud,Port-Salut,71,3/16/2025
1319,Beneficiary_1319,M,38,3,Artibonite,Dessalines,68,3/9/2025
1320,Beneficiary_1320,M,16,9,Artibonite,Saint-Marc,57,3/20/2025
1321,Beneficiary_1321,F,67,2,Ouest,Delmas,45,3/29/2025
1322,Beneficiary_1322,F,19,1,Sud,Aquin,36,2/13/2025
1323,Beneficiary_1323,F,15,8,Sud,Les Cayes,34,3/7/2025
1324,Beneficiary_1324,F,28,7,Artibonite,Dessalines,21,2/15/2025
1325,Beneficiary_1325,M,35,1,Artibonite,Saint-Marc,68,3/30/2025
1326,Beneficiary_1326,F,18,5,Sud,Aquin,80,1/8/2025
1327,Beneficiary_1327,M,44,1,Sud,Port-Salut,70,3/26/2025
1328,Beneficiary_1328,M,23,5,Artibonite,Dessalines,67,3/4/2025
1329,Beneficiary_1329,M,15,5,Ouest,Delmas,67,2/2/2025
1330,Beneficiary_1330,F,38,5,Ouest,Tabarre,61,1/2/2025
1331,Beneficiary_1331,M,13,3,Sud,Les Cayes,32,3/26/2025
1332,Beneficiary_1332,M,45,5,Artibonite,Saint-Marc,31,3/31/2025
1333,Beneficiary_1333,M,43,9,Ouest,Carrefour,22,1/5/2025
1334,Beneficiary_1334,M,50,3,Artibonite,Gonaives,25,3/5/2025
1335,Beneficiary_1335,M,44,8,Artibonite,Saint-Marc,62,3/23/2025
1336,Beneficiary_1336,F,22,1,Ouest,Delmas,61,3/24/2025
1337,Beneficiary_1337,M,39,3,Artibonite,Gonaives,39,3/1/2025
1338,Beneficiary_1338,F,16,8,Artibonite,Saint-Marc,10,3/10/2025
1339,Beneficiary_1339,F,41,8,Ouest,Carrefour,18,2/3/2025
1340,Beneficiary_1340,M,36,5,Ouest,Carrefour,44,2/27/2025
1341,Beneficiary_1341,F,47,9,Artibonite,Dessalines,43,3/29/2025
1342,Beneficiary_1342,F,29,7,Ouest,Port-au-Prince,64,3/20/2025
1343,Beneficiary_1343,F,41,5,Sud,Port-Salut,56,2/4/2025
1344,Beneficiary_1344,F,43,8,Ouest,Tabarre,19,3/28/2025
1345,Beneficiary_1345,M,48,9,Sud,Les Cayes,62,2/13/2025
1346,Beneficiary_1346,M,16,6,Sud,Aquin,45,3/12/2025
1347,Beneficiary_1347,M,34,1,Ouest,Port-au-Prince,47,2/22/2025
1348,Beneficiary_1348,F,41,6,Ouest,Port-au-Prince,78,1/29/2025
1349,Beneficiary_1349,F,54,4,Sud,Port-Salut,23,1/5/2025
1350,Beneficiary_1350,M,46,4,Ouest,Port-au-Prince,76,3/18/2025
1351,Beneficiary_1351,M,41,2,Sud,Les Cayes,71,3/19/2025
1352,Beneficiary_1352,M,71,2,Ouest,Carrefour,70,3/31/2025
1353,Beneficiary_1353,F,39,8,Ouest,Tabarre,70,3/26/2025
1354,Beneficiary_1354,F,37,7,Ouest,Carrefour,50,3/30/2025
1355,Beneficiary_1355,F,28,3,Sud,Port-Salut,81,1/10/2025
1356,Beneficiary_1356,F,20,7,Artibonite,Gonaives,80,2/12/2025
1357,Beneficiary_1357,F,43,3,Ouest,Tabarre,22,2/26/2025
1358,Beneficiary_1358,M,41,7,Ouest,Carrefour,7,1/23/2025
1359,Beneficiary_1359,M,46,3,Sud,Port-Salut,67,3/11/2025
1360,Beneficiary_1360,M,24,8,Artibonite,Gonaives,52,2/3/2025
1361,Beneficiary_1361,M,70,2,Ouest,Port-au-Prince,39,3/15/2025
1362,Beneficiary_1362,F,15,1,Sud,Port-Salut,79,3/5/2025
1363,Beneficiary_1363,M,70,7,Ouest,Port-au-Prince,50,2/4/2025
1364,Beneficiary_1364,F,53,1,Ouest,Tabarre,76,3/7/2025
1365,Beneficiary_1365,F,21,7,Sud,Port-Salut,40,2/21/2025
1366,Beneficiary_1366,M,57,1,Sud,Les Cayes,83,2/19/2025
1367,Beneficiary_1367,M,45,9,Sud,Port-Salut,32,2/15/2025
1368,Beneficiary_1368,F,70,7,Artibonite,Dessalines,39,1/8/2025
1369,Beneficiary_1369,M,28,6,Sud,Aquin,56,3/10/2025
1370,Beneficiary_1370,F,62,5,Artibonite,Gonaives,67,3/24/2025
1371,Beneficiary_1371,M,42,7,Ouest,Delmas,59,3/26/2025
1372,Beneficiary_1372,F,35,2,Ouest,Tabarre,61,3/22/2025
1373,Beneficiary_1373,F,0,2,Sud,Port-Salut,44,3/22/2025
1374,Beneficiary_1374,M,39,3,Artibonite,Dessalines,26,1/5/2025
1375,Beneficiary_1375,M,41,8,Ouest,Port-au-Prince,45,2/19/2025
1376,Beneficiary_1376,F,66,9,Ouest,Tabarre,81,2/27/2025
1377,Beneficiary_1377,F,26,1,Ouest,Port-au-Prince,46,2/13/2025
1378,Beneficiary_1378,F,33,2,Sud,Les Cayes,40,1/28/2025
1379,Beneficiary_1379,F,38,9,Sud,Aquin,34,1/20/2025
1380,Beneficiary_1380,M,14,2,Sud,Aquin,62,1/5/2025
1381,Beneficiary_1381,F,46,1,Sud,Les Cayes,33,3/2/2025
1382,Beneficiary_1382,M,51,3,Sud,Les Cayes,37,1/2/2025
1383,Beneficiary_1383,F,39,2,Ouest,Port-au-Prince,66,2/28/2025
1384,Beneficiary_1384,M,34,2,Sud,Les Cayes,59,1/15/2025
1385,Beneficiary_1385,M,25,2,Artibonite,Dessalines,46,1/26/2025
1386,Beneficiary_1386,F,31,6,Artibonite,Saint-Marc,35,1/16/2025
1387,Beneficiary_1387,M,31,6,Sud,Aquin,19,1/28/2025
1388,Beneficiary_1388,F,26,2,Ouest,Delmas,44,1/16/2025
1389,Beneficiary_1389,F,30,3,Artibonite,Gonaives,45,3/31/2025
1390,Beneficiary_1390,M,33,8,Artibonite,Dessalines,59,2/1/2025
1391,Beneficiary_1391,M,50,2,Sud,Les Cayes,37,3/22/2025
1392,Beneficiary_1392,M,13,1,Sud,Port-Salut,29,3/4/2025
1393,Beneficiary_1393,M,26,3,Ouest,Port-au-Prince,42,1/12/2025
1394,Beneficiary_1394,F,21,7,Sud,Aquin,24,3/30/2025
1395,Beneficiary_1395,M,26,4,Artibonite,Dessalines,53,1/19/2025
1396,Beneficiary_1396,F,45,7,Sud,Port-Salut,38,1/31/2025
1397,Beneficiary_1397,M,27,8,Ouest,Port-au-Prince,31,3/20/2025
1398,Beneficiary_1398,F,34,7,Ouest,Tabarre,33,1/1/2025
1399,Beneficiary_1399,M,45,2,Sud,Les Cayes,14,3/9/2025
1400,Beneficiary_1400,M,28,8,Ouest,Tabarre,56,3/22/2025
1401,Beneficiary_1401,F,38,1,Sud,Les Cayes,100,1/25/2025
1402,Beneficiary_1402,F,41,8,Ouest,Delmas,29,1/23/2025
1403,Beneficiary_1403,M,33,6,Ouest,Port-au-Prince,14,2/6/2025
1404,Beneficiary_1404,F,33,6,Ouest,Carrefour,33,3/20/2025
1405,Beneficiary_1405,M,51,1,Artibonite,Gonaives,39,3/10/2025
1406,Beneficiary_1406,M,32,8,Ouest,Delmas,37,3/7/2025
1407,Beneficiary_1407,M,66,8,Ouest,Port-au-Prince,43,3/17/2025
1408,Beneficiary_1408,F,67,4,Sud,Port-Salut,66,3/28/2025
1409,Beneficiary_1409,M,43,6,Artibonite,Gonaives,57,1/30/2025
1410,Beneficiary_1410,F,42,4,Ouest,Delmas,11,2/18/2025
1411,Beneficiary_1411,F,29,8,Ouest,Port-au-Prince,66,1/7/2025
1412,Beneficiary_1412,M,34,8,Artibonite,Gonaives,21,1/23/2025
1413,Beneficiary_1413,M,34,8,Artibonite,Saint-Marc,84,1/25/2025
1414,Beneficiary_1414,F,57,4,Sud,Port-Salut,48,2/12/2025
1415,Beneficiary_1415,M,52,5,Ouest,Port-au-Prince,42,1/18/2025
1416,Beneficiary_1416,F,4,7,Ouest,Carrefour,31,1/22/2025
1417,Beneficiary_1417,F,63,3,Artibonite,Gonaives,44,3/23/2025
1418,Beneficiary_1418,M,30,2,Sud,Les Cayes,44,2/22/2025
1419,Beneficiary_1419,M,69,8,Sud,Port-Salut,82,3/1/2025
1420,Beneficiary_1420,F,74,4,Artibonite,Gonaives,46,2/1/2025
1421,Beneficiary_1421,M,40,3,Artibonite,Saint-Marc,19,3/15/2025
1422,Beneficiary_1422,M,61,1,Ouest,Carrefour,26,3/2/2025
1423,Beneficiary_1423,M,38,7,Sud,Aquin,28,3/9/2025
1424,Beneficiary_1424,M,24,8,Artibonite,Saint-Marc,33,3/5/2025
1425,Beneficiary_1425,M,24,7,Ouest,Port-au-Prince,39,1/28/2025
1426,Beneficiary_1426,F,25,4,Ouest,Tabarre,66,3/24/2025
1427,Beneficiary_1427,F,15,5,Ouest,Port-au-Prince,54,1/21/2025
1428,Beneficiary_1428,M,56,8,Sud,Port-Salut,39,3/1/2025
1429,Beneficiary_1429,M,22,6,Ouest,Carrefour,45,3/22/2025
1430,Beneficiary_1430,M,56,2,Artibonite,Dessalines,53,2/19/2025
1431,Beneficiary_1431,M,25,5,Sud,Port-Salut,59,2/24/2025
1432,Beneficiary_1432,M,15,2,Artibonite,Dessalines,63,3/21/2025
1433,Beneficiary_1433,M,42,9,Artibonite,Dessalines,43,3/28/2025
1434,Beneficiary_1434,M,19,7,Artibonite,Gonaives,32,2/16/2025
1435,Beneficiary_1435,M,44,6,Artibonite,Dessalines,74,2/16/2025
1436,Beneficiary_1436,M,23,3,Ouest,Port-au-Prince,59,2/12/2025
1437,Beneficiary_1437,F,0,4,Ouest,Port-au-Prince,38,1/29/2025
1438,Beneficiary_1438,F,34,9,Artibonite,Saint-Marc,31,3/29/2025
1439,Beneficiary_1439,M,18,2,Artibonite,Saint-Marc,36,2/17/2025
1440,Beneficiary_1440,F,40,9,Artibonite,Saint-Marc,46,3/9/2025
1441,Beneficiary_1441,F,0,8,Ouest,Carrefour,7,3/21/2025
1442,Beneficiary_1442,M,24,4,Artibonite,Dessalines,59,2/28/2025
1443,Beneficiary_1443,F,0,3,Ouest,Port-au-Prince,40,2/6/2025
1444,Beneficiary_1444,M,25,5,Ouest,Port-au-Prince,77,1/15/2025
1445,Beneficiary_1445,F,28,3,Sud,Les Cayes,57,1/27/2025
1446,Beneficiary_1446,M,37,5,Sud,Aquin,7,2/23/2025
1447,Beneficiary_1447,M,48,8,Sud,Aquin,54,2/14/2025
1448,Beneficiary_1448,M,44,5,Artibonite,Saint-Marc,100,1/25/2025
1449,Beneficiary_1449,M,0,9,Ouest,Port-au-Prince,84,3/24/2025
1450,Beneficiary_1450,F,29,6,Artibonite,Saint-Marc,55,3/4/2025
1451,Beneficiary_1451,F,34,8,Sud,Aquin,41,2/8/2025
1452,Beneficiary_1452,F,24,3,Sud,Les Cayes,56,2/3/2025
1453,Beneficiary_1453,F,7,5,Ouest,Carrefour,65,1/7/2025
1454,Beneficiary_1454,F,27,8,Ouest,Tabarre,27,1/22/2025
1455,Beneficiary_1455,F,26,3,Sud,Les Cayes,75,1/23/2025
1456,Beneficiary_1456,M,25,3,Sud,Aquin,57,1/31/2025
1457,Beneficiary_1457,F,21,3,Ouest,Port-au-Prince,65,2/26/2025
1458,Beneficiary_1458,M,47,4,Artibonite,Saint-Marc,86,3/13/2025
1459,Beneficiary_1459,F,31,6,Sud,Les Cayes,63,1/19/2025
1460,Beneficiary_1460,M,36,9,Artibonite,Saint-Marc,75,2/8/2025
1461,Beneficiary_1461,F,22,8,Ouest,Port-au-Prince,64,1/19/2025
1462,Beneficiary_1462,M,31,1,Artibonite,Saint-Marc,48,3/11/2025
1463,Beneficiary_1463,F,36,8,Sud,Port-Salut,55,2/7/2025
